year,week,track_id,popularity
2023,12,4OjJAGDDZTLlTNeOMBl7UM,1.0
2023,12,4Oyl6oYSNeeZZP0OAxPVaU,1.0
2023,12,4PMx9RSiKlgry322H27rrZ,1.0
2023,12,4QJznEbuwYc5CnPzI7xAZy,1.0
2023,12,4QfcDkJzda2GGYxeiWdOK6,1.0
2023,12,4VPZX5qq0mujdIrVhLFROu,1.0
2023,12,4W9zZsQKsqikYbKM9vcN5Q,1.0
2023,12,4YJUTdZ0Pgl0ZeNyHYXeLd,1.0
2023,12,4YZPNMikflNQnTs67GfKKX,1.0
2023,12,4YnW6LfNuaJoC3yZMGpIQn,1.0
2023,12,4YwbSZaYeYja8Umyt222Qf,1.0
2023,12,4atMrAadB7dS8xn9vfk9PQ,1.0
2023,12,4bk6v5SBxNoVsbOvdOvUAJ,1.0
2023,12,4cAgkb0ifwn0FSHGXnr4F6,1.0
2023,12,4chzKVwJz3Dt0ryO3Vd9ue,1.0
2023,12,4dDurgTN3eGyU0ghzFJ0T1,1.0
2023,12,4dljlmVE5RTpAiEwCi6kkD,1.0
2023,12,4fLnXd56RsWN4ZBtb9TegQ,1.0
2023,12,4fyR24BKznXBLNkK8LwWla,1.0
2023,12,4gPpYLervKt4cXmhUjpYLj,1.0
2023,12,4goNqp6L6of6FoJ8gH4RBP,1.0
2023,12,4iWQ21fxtHI2GiBrf7KxG4,1.0
2023,12,4jUEHIrc443f743JbyLN0y,1.0
2023,12,4jnFqNWeJCeCRHc4HCdxfd,1.0
2023,12,4k6ktr10Hczmh55NY3LfJy,1.0
2023,12,4kPatgCcFF7kVsdMUG21O8,1.0
2023,12,4ktwDUoKdVlk50lUlSIMEY,1.0
2023,12,4lO57zZGFcj7vSY4QhfVDq,1.0
2023,12,4nTWserD4pdou0yCPeW8Cv,1.0
2023,12,4nuUssdgKFy2QyYHHNkZQW,1.0
2023,12,4qC5OxQRMDKxi2NtYkiegc,1.0
2023,12,4rW9EUFaMSNVY8JhbqrB6z,1.0
2023,12,4rYLpaNFzt6pkQnrCvVHUw,1.0
2023,12,4skknrc3sJqaPTtUr2cwFq,1.0
2023,12,4srioPdWTM3ycYzhPT2jLf,1.0
2023,12,4syvq0aJLeWu0UA9VYcgob,1.0
2023,12,4vpaz6338VqJIeJHq6z2mU,1.0
2023,12,4w2sOKmotzKsdGDLHic94B,1.0
2023,12,4wyNKAZe82BNlp2lHiR1FX,1.0
2023,12,4xUqqie4bBKufHtlMuZS3k,1.0
2023,12,4yBiZFLXn0n9AUJ5sWO88k,1.0
2023,12,4yGusLC2fJbi1N3hcJNbAP,1.0
2023,12,505rTU8E2KdQEhzJKyuOaE,1.0
2023,12,521OhfIeThXJKiTyz0m883,1.0
2023,12,525GY0mXYnxajolwgS8Eaz,1.0
2023,12,55nlbqqFVnSsArIeYSQlqx,1.0
